% Moku:Go Data Logger
% Input 1 (on), DC , 1 MOhm , 10 Vpp
% Input 2 (off), DC , 1 MOhm , 10 Vpp
% Acquisition rate: 1.0000000000e+02 Hz, Precision mode
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Square, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, duty cycle 50.00 %
% 
% Acquired 2025-09-24 T 12:02:14 +1000
% Time (s), Input 1 (V)
5.0190000000e+01, 3.1001730067e+00
5.0200000000e+01, 3.1001360512e+00
5.0210000000e+01, 3.1001436486e+00
5.0220000000e+01, 3.1000622339e+00
5.0230000000e+01, 3.0999524303e+00
5.0240000000e+01, 3.0999367976e+00
5.0250000000e+01, 3.0999935754e+00
5.0260000000e+01, 3.0999930439e+00
5.0270000000e+01, 3.1003659447e+00
5.0280000000e+01, 3.1002176535e+00
5.0290000000e+01, 3.1002098685e+00
5.0300000000e+01, 3.1001867634e+00
5.0310000000e+01, 3.0999646863e+00
5.0320000000e+01, 3.1000166491e+00
5.0330000000e+01, 3.0999494288e+00
5.0340000000e+01, 3.0999983277e+00
5.0350000000e+01, 3.0999722837e+00
5.0360000000e+01, 3.1001435548e+00
5.0370000000e+01, 3.1000181811e+00
5.0380000000e+01, 3.1000257161e+00
5.0390000000e+01, 3.1000487898e+00
5.0400000000e+01, 3.1001243892e+00
5.0410000000e+01, 3.1000523541e+00
5.0420000000e+01, 3.1001035978e+00
5.0430000000e+01, 3.1001070995e+00
5.0440000000e+01, 3.1000135226e+00
5.0450000000e+01, 3.0999466149e+00
5.0460000000e+01, 3.0999302007e+00
5.0470000000e+01, 3.0999555881e+00
5.0480000000e+01, 3.1001162603e+00
5.0490000000e+01, 3.1002218743e+00
5.0500000000e+01, 3.1001424606e+00
5.0510000000e+01, 3.1001032227e+00
5.0520000000e+01, 3.1001248895e+00
5.0530000000e+01, 3.1001454933e+00
5.0540000000e+01, 3.1001687859e+00
5.0550000000e+01, 3.1001974874e+00
5.0560000000e+01, 3.1002883443e+00
5.0570000000e+01, 3.1002033028e+00
5.0580000000e+01, 3.0999535246e+00
5.0590000000e+01, 3.0998976848e+00
5.0600000000e+01, 3.0998573213e+00
5.0610000000e+01, 3.1001109452e+00
5.0620000000e+01, 3.1001219818e+00
5.0630000000e+01, 3.0999773174e+00
5.0640000000e+01, 3.1000941245e+00
5.0650000000e+01, 3.1001311425e+00
5.0660000000e+01, 3.1001738196e+00
5.0670000000e+01, 3.1001872012e+00
5.0680000000e+01, 3.1001709120e+00
5.0690000000e+01, 3.1002058040e+00
5.0700000000e+01, 3.1002546716e+00
5.0710000000e+01, 3.1002391640e+00
5.0720000000e+01, 3.1001947674e+00
5.0730000000e+01, 3.1002080238e+00
5.0740000000e+01, 3.1003275509e+00
5.0750000000e+01, 3.1003271445e+00
5.0760000000e+01, 3.1002054601e+00
5.0770000000e+01, 3.1002511699e+00
5.0780000000e+01, 3.1001843248e+00
5.0790000000e+01, 3.1002482935e+00
5.0800000000e+01, 3.1002249071e+00
5.0810000000e+01, 3.1001823550e+00
5.0820000000e+01, 3.1001491513e+00
5.0830000000e+01, 3.1002553907e+00
5.0840000000e+01, 3.1004585837e+00
5.0850000000e+01, 3.1003414327e+00
5.0860000000e+01, 3.1005968387e+00
5.0870000000e+01, 3.1003219857e+00
5.0880000000e+01, 3.1002354747e+00
5.0890000000e+01, 3.1001656281e+00
5.0900000000e+01, 3.1001640023e+00
5.0910000000e+01, 3.1004063394e+00
5.0920000000e+01, 3.1003516252e+00
5.0930000000e+01, 3.1004128426e+00
5.0940000000e+01, 3.1002557972e+00
5.0950000000e+01, 3.1003496867e+00
5.0960000000e+01, 3.1003236428e+00
5.0970000000e+01, 3.1002129950e+00
5.0980000000e+01, 3.1002365065e+00
5.0990000000e+01, 3.1001553106e+00
5.1000000000e+01, 3.1001313301e+00
5.1010000000e+01, 3.1000054249e+00
5.1020000000e+01, 3.1000895285e+00
5.1030000000e+01, 3.1002910018e+00
5.1040000000e+01, 3.1005125475e+00
5.1050000000e+01, 3.1001746638e+00
5.1060000000e+01, 3.1000813682e+00
5.1070000000e+01, 3.1000796799e+00
5.1080000000e+01, 3.1002527332e+00
5.1090000000e+01, 3.1003853291e+00
5.1100000000e+01, 3.1004244420e+00
5.1110000000e+01, 3.1004088406e+00
5.1120000000e+01, 3.1002579232e+00
5.1130000000e+01, 3.1001439300e+00
5.1140000000e+01, 3.1000880590e+00
5.1150000000e+01, 3.1000420053e+00
5.1160000000e+01, 3.1003076037e+00
5.1170000000e+01, 3.1002074923e+00
5.1180000000e+01, 3.1003275509e+00
5.1190000000e+01, 3.1002775265e+00
5.1200000000e+01, 3.1003815461e+00
5.1210000000e+01, 3.1004025563e+00
5.1220000000e+01, 3.1002837796e+00
5.1230000000e+01, 3.1001932354e+00
5.1240000000e+01, 3.1002268768e+00
5.1250000000e+01, 3.1002629569e+00
5.1260000000e+01, 3.1002134640e+00
5.1270000000e+01, 3.1001199183e+00
5.1280000000e+01, 3.1002750253e+00
5.1290000000e+01, 3.1001922349e+00
5.1300000000e+01, 3.1001967683e+00
5.1310000000e+01, 3.1000396916e+00
5.1320000000e+01, 3.1001715685e+00
5.1330000000e+01, 3.1001260776e+00
5.1340000000e+01, 3.1001339877e+00
5.1350000000e+01, 3.1000788670e+00
5.1360000000e+01, 3.1002109002e+00
5.1370000000e+01, 3.1003938958e+00
5.1380000000e+01, 3.1004712148e+00
5.1390000000e+01, 3.1003184215e+00
5.1400000000e+01, 3.1002176223e+00
5.1410000000e+01, 3.1002404772e+00
5.1420000000e+01, 3.1003011631e+00
5.1430000000e+01, 3.1000400043e+00
5.1440000000e+01, 3.1000984078e+00
5.1450000000e+01, 3.1001108826e+00
5.1460000000e+01, 3.1001117893e+00
5.1470000000e+01, 3.1000117092e+00
5.1480000000e+01, 3.0998969344e+00
5.1490000000e+01, 3.1000496653e+00
5.1500000000e+01, 3.1002671152e+00
5.1510000000e+01, 3.1002470116e+00
5.1520000000e+01, 3.1001422104e+00
5.1530000000e+01, 3.1002259388e+00
5.1540000000e+01, 3.1003317092e+00
5.1550000000e+01, 3.1001969247e+00
5.1560000000e+01, 3.1004006179e+00
5.1570000000e+01, 3.1002089305e+00
5.1580000000e+01, 3.1001668475e+00
5.1590000000e+01, 3.1002990057e+00
5.1600000000e+01, 3.1004091845e+00
5.1610000000e+01, 3.1001675978e+00
5.1620000000e+01, 3.1002132764e+00
5.1630000000e+01, 3.1001339877e+00
5.1640000000e+01, 3.1002079613e+00
5.1650000000e+01, 3.1001438050e+00
5.1660000000e+01, 3.1002804654e+00
5.1670000000e+01, 3.1003668826e+00
5.1680000000e+01, 3.1004167507e+00
5.1690000000e+01, 3.1003637249e+00
5.1700000000e+01, 3.1003603169e+00
5.1710000000e+01, 3.1003051025e+00
5.1720000000e+01, 3.1004339466e+00
5.1730000000e+01, 3.1000561372e+00
5.1740000000e+01, 3.1003330536e+00
5.1750000000e+01, 3.1002567976e+00
5.1760000000e+01, 3.1002117131e+00
5.1770000000e+01, 3.1003913321e+00
5.1780000000e+01, 3.1003419017e+00
5.1790000000e+01, 3.1002068357e+00
5.1800000000e+01, 3.1001583433e+00
5.1810000000e+01, 3.1002163091e+00
5.1820000000e+01, 3.1004288817e+00
5.1830000000e+01, 3.1004360727e+00
5.1840000000e+01, 3.1002275959e+00
5.1850000000e+01, 3.1001972998e+00
5.1860000000e+01, 3.1003701030e+00
5.1870000000e+01, 3.1002742124e+00
5.1880000000e+01, 3.1004845964e+00
5.1890000000e+01, 3.1004336340e+00
5.1900000000e+01, 3.1005464078e+00
5.1910000000e+01, 3.1005206452e+00
5.1920000000e+01, 3.1006703433e+00
5.1930000000e+01, 3.1008393946e+00
5.1940000000e+01, 3.1008056906e+00
5.1950000000e+01, 3.1008475861e+00
5.1960000000e+01, 3.1007045788e+00
5.1970000000e+01, 3.1007497258e+00
5.1980000000e+01, 3.1005940248e+00
5.1990000000e+01, 3.1005987771e+00
5.2000000000e+01, 3.1005711074e+00
5.2010000000e+01, 3.1004743414e+00
5.2020000000e+01, 3.1003522818e+00
5.2030000000e+01, 3.1004354786e+00
5.2040000000e+01, 3.1005002915e+00
5.2050000000e+01, 3.1006031543e+00
5.2060000000e+01, 3.1006554298e+00
5.2070000000e+01, 3.1006154728e+00
5.2080000000e+01, 3.1005360903e+00
5.2090000000e+01, 3.1006147224e+00
5.2100000000e+01, 3.1006318558e+00
5.2110000000e+01, 3.1005132041e+00
5.2120000000e+01, 3.1005226149e+00
5.2130000000e+01, 3.1006545856e+00
5.2140000000e+01, 3.1005058255e+00
5.2150000000e+01, 3.1003753243e+00
5.2160000000e+01, 3.1005597893e+00
5.2170000000e+01, 3.1005285866e+00
5.2180000000e+01, 3.1006531787e+00
5.2190000000e+01, 3.1004085905e+00
5.2200000000e+01, 3.1005402485e+00
5.2210000000e+01, 3.1005480336e+00
5.2220000000e+01, 3.1005348709e+00
5.2230000000e+01, 3.1006494269e+00
5.2240000000e+01, 3.1007096125e+00
5.2250000000e+01, 3.1006864449e+00
5.2260000000e+01, 3.1007579799e+00
5.2270000000e+01, 3.1007294347e+00
5.2280000000e+01, 3.1007552910e+00
5.2290000000e+01, 3.1006573370e+00
5.2300000000e+01, 3.1007225876e+00
5.2310000000e+01, 3.1006803482e+00
5.2320000000e+01, 3.1005783922e+00
5.2330000000e+01, 3.1005858333e+00
5.2340000000e+01, 3.1006486452e+00
5.2350000000e+01, 3.1005666677e+00
5.2360000000e+01, 3.1005725456e+00
5.2370000000e+01, 3.1004177200e+00
5.2380000000e+01, 3.1003761997e+00
5.2390000000e+01, 3.1004123736e+00
5.2400000000e+01, 3.1005334014e+00
5.2410000000e+01, 3.1006320434e+00
5.2420000000e+01, 3.1006153164e+00
5.2430000000e+01, 3.1006039672e+00
5.2440000000e+01, 3.1006358265e+00
5.2450000000e+01, 3.1006581186e+00
5.2460000000e+01, 3.1006185993e+00
5.2470000000e+01, 3.1006704371e+00
5.2480000000e+01, 3.1006115021e+00
5.2490000000e+01, 3.1006475509e+00
5.2500000000e+01, 3.1006936672e+00
5.2510000000e+01, 3.1005317131e+00
5.2520000000e+01, 3.1005402173e+00
5.2530000000e+01, 3.1005251787e+00
5.2540000000e+01, 3.1006113145e+00
5.2550000000e+01, 3.1005312129e+00
5.2560000000e+01, 3.1006953555e+00
5.2570000000e+01, 3.1006086257e+00
5.2580000000e+01, 3.1005777043e+00
5.2590000000e+01, 3.1006590253e+00
5.2600000000e+01, 3.1006195060e+00
5.2610000000e+01, 3.1005830820e+00
5.2620000000e+01, 3.1007279339e+00
5.2630000000e+01, 3.1006970439e+00
5.2640000000e+01, 3.1006112520e+00
5.2650000000e+01, 3.1006484576e+00
5.2660000000e+01, 3.1007490693e+00
5.2670000000e+01, 3.1006347947e+00
5.2680000000e+01, 3.1006110018e+00
5.2690000000e+01, 3.1006911347e+00
5.2700000000e+01, 3.1007046726e+00
5.2710000000e+01, 3.1006733448e+00
5.2720000000e+01, 3.1006211943e+00
5.2730000000e+01, 3.1005758909e+00
5.2740000000e+01, 3.1007400961e+00
5.2750000000e+01, 3.1006089696e+00
5.2760000000e+01, 3.1007042661e+00
5.2770000000e+01, 3.1006405475e+00
5.2780000000e+01, 3.1006533663e+00
5.2790000000e+01, 3.1006380776e+00
5.2800000000e+01, 3.1005897727e+00
5.2810000000e+01, 3.1006472383e+00
5.2820000000e+01, 3.1006937610e+00
5.2830000000e+01, 3.1007786775e+00
5.2840000000e+01, 3.1006132217e+00
5.2850000000e+01, 3.1005661674e+00
5.2860000000e+01, 3.1008107869e+00
5.2870000000e+01, 3.1008115998e+00
5.2880000000e+01, 3.1006478949e+00
5.2890000000e+01, 3.1005592578e+00
5.2900000000e+01, 3.1006541792e+00
5.2910000000e+01, 3.1006525846e+00
5.2920000000e+01, 3.1005841762e+00
5.2930000000e+01, 3.1004794689e+00
5.2940000000e+01, 3.1006682798e+00
5.2950000000e+01, 3.1005356213e+00
5.2960000000e+01, 3.1007270898e+00
5.2970000000e+01, 3.1006850380e+00
5.2980000000e+01, 3.1007977805e+00
5.2990000000e+01, 3.1008717229e+00
5.3000000000e+01, 3.1009470097e+00
5.3010000000e+01, 3.1009270937e+00
5.3020000000e+01, 3.1006646530e+00
5.3030000000e+01, 3.1007924029e+00
5.3040000000e+01, 3.1006605573e+00
5.3050000000e+01, 3.1006946677e+00
5.3060000000e+01, 3.1008894503e+00
5.3070000000e+01, 3.1008360805e+00
5.3080000000e+01, 3.1008206667e+00
5.3090000000e+01, 3.1007847742e+00
5.3100000000e+01, 3.1008172901e+00
5.3110000000e+01, 3.1006831933e+00
5.3120000000e+01, 3.1008241372e+00
5.3130000000e+01, 3.1009616105e+00
5.3140000000e+01, 3.1008064098e+00
5.3150000000e+01, 3.1007316232e+00
5.3160000000e+01, 3.1008717542e+00
5.3170000000e+01, 3.1009202153e+00
5.3180000000e+01, 3.1009521997e+00
5.3190000000e+01, 3.1007212119e+00
5.3200000000e+01, 3.1009772744e+00
5.3210000000e+01, 3.1009194024e+00
5.3220000000e+01, 3.1009480101e+00
5.3230000000e+01, 3.1007516330e+00
5.3240000000e+01, 3.1008541518e+00
5.3250000000e+01, 3.1008440531e+00
5.3260000000e+01, 3.1009210282e+00
5.3270000000e+01, 3.1008209168e+00
5.3280000000e+01, 3.1008549960e+00
5.3290000000e+01, 3.1009923756e+00
5.3300000000e+01, 3.1010064137e+00
5.3310000000e+01, 3.1009777747e+00
5.3320000000e+01, 3.1009412568e+00
5.3330000000e+01, 3.1009158069e+00
5.3340000000e+01, 3.1007039222e+00
5.3350000000e+01, 3.1007093624e+00
5.3360000000e+01, 3.1006236643e+00
5.3370000000e+01, 3.1006654347e+00
5.3380000000e+01, 3.1007607312e+00
5.3390000000e+01, 3.1006192246e+00
5.3400000000e+01, 3.1007050478e+00
5.3410000000e+01, 3.1008356740e+00
5.3420000000e+01, 3.1006614952e+00
5.3430000000e+01, 3.1006181616e+00
5.3440000000e+01, 3.1005676994e+00
5.3450000000e+01, 3.1007243072e+00
5.3460000000e+01, 3.1007565729e+00
5.3470000000e+01, 3.1006377024e+00
5.3480000000e+01, 3.1005666677e+00
5.3490000000e+01, 3.1005689501e+00
5.3500000000e+01, 3.1005627283e+00
5.3510000000e+01, 3.1006078440e+00
5.3520000000e+01, 3.1006689364e+00
5.3530000000e+01, 3.1006644342e+00
5.3540000000e+01, 3.1007691416e+00
5.3550000000e+01, 3.1007191797e+00
5.3560000000e+01, 3.1006603697e+00
5.3570000000e+01, 3.1006613077e+00
5.3580000000e+01, 3.1007753008e+00
5.3590000000e+01, 3.1005279926e+00
5.3600000000e+01, 3.1008508064e+00
5.3610000000e+01, 3.1007829295e+00
5.3620000000e+01, 3.1008826970e+00
5.3630000000e+01, 3.1009321899e+00
5.3640000000e+01, 3.1008924830e+00
5.3650000000e+01, 3.1007593868e+00
5.3660000000e+01, 3.1008381440e+00
5.3670000000e+01, 3.1010111972e+00
5.3680000000e+01, 3.1010128543e+00
5.3690000000e+01, 3.1010271425e+00
5.3700000000e+01, 3.1010781987e+00
5.3710000000e+01, 3.1009846218e+00
5.3720000000e+01, 3.1010839828e+00
5.3730000000e+01, 3.1010160434e+00
5.3740000000e+01, 3.1009007996e+00
5.3750000000e+01, 3.1006864762e+00
5.3760000000e+01, 3.1007692979e+00
5.3770000000e+01, 3.1007988123e+00
5.3780000000e+01, 3.1009192774e+00
5.3790000000e+01, 3.1007197112e+00
5.3800000000e+01, 3.1008269198e+00
5.3810000000e+01, 3.1007964049e+00
5.3820000000e+01, 3.1008966413e+00
5.3830000000e+01, 3.1009546696e+00
5.3840000000e+01, 3.1010993028e+00
5.3850000000e+01, 3.1010050693e+00
5.3860000000e+01, 3.1008594669e+00
5.3870000000e+01, 3.1007235255e+00
5.3880000000e+01, 3.1008164772e+00
5.3890000000e+01, 3.1007982183e+00
5.3900000000e+01, 3.1008553399e+00
5.3910000000e+01, 3.1008146325e+00
5.3920000000e+01, 3.1007044537e+00
5.3930000000e+01, 3.1007360004e+00
5.3940000000e+01, 3.1008156955e+00
5.3950000000e+01, 3.1008993301e+00
5.3960000000e+01, 3.1010469022e+00
5.3970000000e+01, 3.1008831972e+00
5.3980000000e+01, 3.1009317522e+00
5.3990000000e+01, 3.1009654562e+00
5.4000000000e+01, 3.1009203716e+00
5.4010000000e+01, 3.1009493233e+00
5.4020000000e+01, 3.1008000942e+00
5.4030000000e+01, 3.1008571845e+00
5.4040000000e+01, 3.1010631914e+00
5.4050000000e+01, 3.1010002544e+00
5.4060000000e+01, 3.1011275040e+00
5.4070000000e+01, 3.1009204654e+00
5.4080000000e+01, 3.1010250165e+00
5.4090000000e+01, 3.1010777610e+00
5.4100000000e+01, 3.1008749432e+00
5.4110000000e+01, 3.1008039398e+00
5.4120000000e+01, 3.1008653448e+00
5.4130000000e+01, 3.1008600297e+00
5.4140000000e+01, 3.1010042876e+00
5.4150000000e+01, 3.1010023492e+00
5.4160000000e+01, 3.1010474962e+00
5.4170000000e+01, 3.1009548260e+00
5.4180000000e+01, 3.1011001782e+00
5.4190000000e+01, 3.1008699095e+00
5.4200000000e+01, 3.1007917463e+00
5.4210000000e+01, 3.1008218235e+00
5.4220000000e+01, 3.1009536066e+00
5.4230000000e+01, 3.1010276115e+00
5.4240000000e+01, 3.1009456027e+00
5.4250000000e+01, 3.1009953145e+00
5.4260000000e+01, 3.1009101792e+00
5.4270000000e+01, 3.1009440707e+00
5.4280000000e+01, 3.1011238147e+00
5.4290000000e+01, 3.1011621147e+00
5.4300000000e+01, 3.1011107146e+00
5.4310000000e+01, 3.1009166198e+00
5.4320000000e+01, 3.1010250478e+00
5.4330000000e+01, 3.1008650009e+00
5.4340000000e+01, 3.1009761176e+00
5.4350000000e+01, 3.1009813702e+00
5.4360000000e+01, 3.1010575324e+00
5.4370000000e+01, 3.1010750097e+00
5.4380000000e+01, 3.1007418157e+00
5.4390000000e+01, 3.1007249637e+00
5.4400000000e+01, 3.1006507713e+00
5.4410000000e+01, 3.1007685162e+00
5.4420000000e+01, 3.1007375949e+00
5.4430000000e+01, 3.1008302651e+00
5.4440000000e+01, 3.1007973741e+00
5.4450000000e+01, 3.1007678284e+00
5.4460000000e+01, 3.1008345485e+00
5.4470000000e+01, 3.1009015812e+00
5.4480000000e+01, 3.1009936887e+00
5.4490000000e+01, 3.1008479300e+00
5.4500000000e+01, 3.1008436467e+00
5.4510000000e+01, 3.1006540228e+00
5.4520000000e+01, 3.1009008309e+00
5.4530000000e+01, 3.1007779896e+00
5.4540000000e+01, 3.1007110194e+00
5.4550000000e+01, 3.1007936535e+00
5.4560000000e+01, 3.1010336457e+00
5.4570000000e+01, 3.1009209657e+00
5.4580000000e+01, 3.1008949530e+00
5.4590000000e+01, 3.1008134132e+00
5.4600000000e+01, 3.1008443345e+00
5.4610000000e+01, 3.1008870116e+00
5.4620000000e+01, 3.1010491220e+00
5.4630000000e+01, 3.1010060072e+00
5.4640000000e+01, 3.1010267048e+00
5.4650000000e+01, 3.1008659388e+00
5.4660000000e+01, 3.1010577825e+00
5.4670000000e+01, 3.1007423472e+00
5.4680000000e+01, 3.1011789354e+00
5.4690000000e+01, 3.1010835451e+00
5.4700000000e+01, 3.1010149803e+00
5.4710000000e+01, 3.1009085534e+00
5.4720000000e+01, 3.1007943101e+00
5.4730000000e+01, 3.1008364244e+00
5.4740000000e+01, 3.1010334581e+00
5.4750000000e+01, 3.1009113047e+00
5.4760000000e+01, 3.1010220776e+00
5.4770000000e+01, 3.1011089012e+00
5.4780000000e+01, 3.1009917815e+00
5.4790000000e+01, 3.1008267322e+00
5.4800000000e+01, 3.1009244049e+00
5.4810000000e+01, 3.1009605162e+00
5.4820000000e+01, 3.1009875294e+00
5.4830000000e+01, 3.1008043462e+00
5.4840000000e+01, 3.1010032246e+00
5.4850000000e+01, 3.1008862300e+00
5.4860000000e+01, 3.1010324264e+00
5.4870000000e+01, 3.1009777747e+00
5.4880000000e+01, 3.1008962349e+00
5.4890000000e+01, 3.1007907146e+00
5.4900000000e+01, 3.1008717229e+00
5.4910000000e+01, 3.1008730673e+00
5.4920000000e+01, 3.1009867165e+00
5.4930000000e+01, 3.1009089911e+00
5.4940000000e+01, 3.1008554337e+00
5.4950000000e+01, 3.1010045065e+00
5.4960000000e+01, 3.1011412607e+00
5.4970000000e+01, 3.1009217161e+00
5.4980000000e+01, 3.1010785739e+00
5.4990000000e+01, 3.1008130380e+00
5.5000000000e+01, 3.1007123013e+00
5.5010000000e+01, 3.1009951894e+00
5.5020000000e+01, 3.1008776320e+00
5.5030000000e+01, 3.1009972842e+00
5.5040000000e+01, 3.1011195627e+00
5.5050000000e+01, 3.1010349588e+00
5.5060000000e+01, 3.1010725397e+00
5.5070000000e+01, 3.1008648445e+00
5.5080000000e+01, 3.1009670820e+00
5.5090000000e+01, 3.1009234044e+00
5.5100000000e+01, 3.1010684127e+00
5.5110000000e+01, 3.1010106345e+00
5.5120000000e+01, 3.1010453702e+00
5.5130000000e+01, 3.1009894991e+00
5.5140000000e+01, 3.1008057532e+00
5.5150000000e+01, 3.1009364733e+00
5.5160000000e+01, 3.1009817766e+00
5.5170000000e+01, 3.1009594532e+00
5.5180000000e+01, 3.1008565905e+00
5.5190000000e+01, 3.1009040199e+00
5.5200000000e+01, 3.1011880023e+00
5.5210000000e+01, 3.1009525749e+00
5.5220000000e+01, 3.1009701459e+00
5.5230000000e+01, 3.1007813975e+00
5.5240000000e+01, 3.1007026716e+00
5.5250000000e+01, 3.1009093350e+00
5.5260000000e+01, 3.1008294523e+00
5.5270000000e+01, 3.1008947654e+00
5.5280000000e+01, 3.1009098665e+00
5.5290000000e+01, 3.1011865641e+00
5.5300000000e+01, 3.1013099994e+00
5.5310000000e+01, 3.1010163560e+00
5.5320000000e+01, 3.1012087625e+00
5.5330000000e+01, 3.1013207859e+00
5.5340000000e+01, 3.1011511406e+00
5.5350000000e+01, 3.1011740893e+00
5.5360000000e+01, 3.1013358870e+00
5.5370000000e+01, 3.1013723736e+00
5.5380000000e+01, 3.1015174757e+00
5.5390000000e+01, 3.1015296379e+00
5.5400000000e+01, 3.1014694210e+00
5.5410000000e+01, 3.1015582769e+00
5.5420000000e+01, 3.1016556994e+00
5.5430000000e+01, 3.1015416437e+00
5.5440000000e+01, 3.1013077483e+00
5.5450000000e+01, 3.1012785153e+00
5.5460000000e+01, 3.1015147869e+00
5.5470000000e+01, 3.1015257610e+00
5.5480000000e+01, 3.1015439574e+00
5.5490000000e+01, 3.1014548514e+00
5.5500000000e+01, 3.1013533956e+00
5.5510000000e+01, 3.1011603013e+00
5.5520000000e+01, 3.1013229432e+00
5.5530000000e+01, 3.1011653975e+00
5.5540000000e+01, 3.1012319926e+00
5.5550000000e+01, 3.1012121078e+00
5.5560000000e+01, 3.1013079984e+00
5.5570000000e+01, 3.1012808602e+00
5.5580000000e+01, 3.1012124205e+00
5.5590000000e+01, 3.1011811552e+00
5.5600000000e+01, 3.1011197502e+00
5.5610000000e+01, 3.1010225153e+00
5.5620000000e+01, 3.1013268201e+00
5.5630000000e+01, 3.1011581753e+00
5.5640000000e+01, 3.1010593145e+00
5.5650000000e+01, 3.1011269725e+00
5.5660000000e+01, 3.1010416496e+00
5.5670000000e+01, 3.1013129383e+00
5.5680000000e+01, 3.1013563345e+00
5.5690000000e+01, 3.1013069667e+00
5.5700000000e+01, 3.1014564146e+00
5.5710000000e+01, 3.1012358382e+00
5.5720000000e+01, 3.1012115138e+00
5.5730000000e+01, 3.1014537571e+00
5.5740000000e+01, 3.1015592461e+00
5.5750000000e+01, 3.1013926335e+00
5.5760000000e+01, 3.1013581792e+00
5.5770000000e+01, 3.1011955998e+00
5.5780000000e+01, 3.1012062300e+00
5.5790000000e+01, 3.1012046667e+00
5.5800000000e+01, 3.1012074181e+00
5.5810000000e+01, 3.1012062612e+00
5.5820000000e+01, 3.1011886589e+00
5.5830000000e+01, 3.1010189510e+00
5.5840000000e+01, 3.1011295988e+00
5.5850000000e+01, 3.1010980209e+00
5.5860000000e+01, 3.1010054757e+00
5.5870000000e+01, 3.1011728699e+00
5.5880000000e+01, 3.1013656516e+00
5.5890000000e+01, 3.1013308221e+00
5.5900000000e+01, 3.1014380619e+00
5.5910000000e+01, 3.1011528602e+00
5.5920000000e+01, 3.1010588142e+00
5.5930000000e+01, 3.1011042114e+00
5.5940000000e+01, 3.1012958988e+00
5.5950000000e+01, 3.1014073907e+00
5.5960000000e+01, 3.1013016516e+00
5.5970000000e+01, 3.1014379994e+00
5.5980000000e+01, 3.1013403267e+00
5.5990000000e+01, 3.1011430429e+00
5.6000000000e+01, 3.1013814405e+00
5.6010000000e+01, 3.1013718421e+00
5.6020000000e+01, 3.1012710116e+00
5.6030000000e+01, 3.1012103570e+00
5.6040000000e+01, 3.1012396213e+00
5.6050000000e+01, 3.1011799046e+00
5.6060000000e+01, 3.1011116525e+00
5.6070000000e+01, 3.1010782300e+00
5.6080000000e+01, 3.1010819193e+00
5.6090000000e+01, 3.1008317971e+00
5.6100000000e+01, 3.1011028357e+00
5.6110000000e+01, 3.1011346012e+00
5.6120000000e+01, 3.1012284908e+00
5.6130000000e+01, 3.1010707888e+00
5.6140000000e+01, 3.1009859662e+00
5.6150000000e+01, 3.1009303765e+00
5.6160000000e+01, 3.1011399163e+00
5.6170000000e+01, 3.1011397288e+00
5.6180000000e+01, 3.1011701499e+00
5.6190000000e+01, 3.1010496223e+00
5.6200000000e+01, 3.1011084322e+00
5.6210000000e+01, 3.1009166511e+00
5.6220000000e+01, 3.1009520121e+00
5.6230000000e+01, 3.1010595959e+00
5.6240000000e+01, 3.1010560629e+00
5.6250000000e+01, 3.1010835763e+00
5.6260000000e+01, 3.1012444674e+00
5.6270000000e+01, 3.1014089227e+00
5.6280000000e+01, 3.1013560844e+00
5.6290000000e+01, 3.1012613194e+00
5.6300000000e+01, 3.1010991464e+00
5.6310000000e+01, 3.1011668357e+00
5.6320000000e+01, 3.1012292099e+00
5.6330000000e+01, 3.1013412334e+00
5.6340000000e+01, 3.1012870194e+00
5.6350000000e+01, 3.1013456731e+00
5.6360000000e+01, 3.1012589432e+00
5.6370000000e+01, 3.1012984312e+00
5.6380000000e+01, 3.1014291201e+00
5.6390000000e+01, 3.1014763931e+00
5.6400000000e+01, 3.1013064664e+00
5.6410000000e+01, 3.1013322603e+00
5.6420000000e+01, 3.1013310409e+00
5.6430000000e+01, 3.1014172393e+00
5.6440000000e+01, 3.1015426755e+00
5.6450000000e+01, 3.1015721274e+00
5.6460000000e+01, 3.1015244478e+00
5.6470000000e+01, 3.1014489735e+00
5.6480000000e+01, 3.1012583804e+00
5.6490000000e+01, 3.1012711367e+00
5.6500000000e+01, 3.1013052158e+00
5.6510000000e+01, 3.1013463922e+00
5.6520000000e+01, 3.1014739232e+00
5.6530000000e+01, 3.1013876310e+00
5.6540000000e+01, 3.1012956799e+00
5.6550000000e+01, 3.1011875959e+00
5.6560000000e+01, 3.1013216301e+00
5.6570000000e+01, 3.1014030448e+00
5.6580000000e+01, 3.1015168817e+00
5.6590000000e+01, 3.1013218802e+00
5.6600000000e+01, 3.1013775949e+00
5.6610000000e+01, 3.1011695245e+00
5.6620000000e+01, 3.1011789979e+00
5.6630000000e+01, 3.1012234884e+00
5.6640000000e+01, 3.1012402466e+00
5.6650000000e+01, 3.1013171279e+00
5.6660000000e+01, 3.1013573037e+00
5.6670000000e+01, 3.1011650536e+00
5.6680000000e+01, 3.1013112500e+00
5.6690000000e+01, 3.1012391210e+00
5.6700000000e+01, 3.1012340248e+00
5.6710000000e+01, 3.1012641020e+00
